,first,second,third,allCorrect
3903,True,True,True,True
3904,False,True,False,False
3905,True,True,False,False
3906,True,True,False,False
3907,False,False,True,False
3908,False,True,False,False
3909,True,True,False,False
3910,False,False,False,False
3911,False,True,True,False
3912,False,True,False,False
3913,True,True,False,False
3914,False,True,False,False
3915,True,True,False,False
3916,False,False,False,False
3917,False,False,False,False
3918,False,True,False,False
3919,True,True,False,False
3920,False,True,False,False
3921,True,True,True,True
3922,True,True,False,False
3923,False,True,True,False
3924,True,True,False,False
3925,True,True,False,False
3926,True,True,True,True
3927,False,False,False,False
3928,False,True,True,False
3929,False,True,False,False
3930,True,True,False,False
3931,True,True,False,False
3932,True,True,True,True
3933,False,True,False,False
3934,True,True,False,False
3935,False,True,True,False
3936,True,True,False,False
3937,True,False,True,False
3938,False,True,True,False
3939,True,True,False,False
3940,True,True,False,False
3941,False,True,True,False
3942,True,True,False,False
3943,True,True,True,True
3944,True,True,True,True
3945,False,True,False,False
3946,False,True,False,False
3947,False,True,True,False
3948,True,True,True,True
3949,True,True,True,True
3950,True,True,False,False
3951,False,True,False,False
3952,True,True,True,True
3953,True,True,True,True
3954,True,True,True,True
3955,True,True,True,True
3956,False,True,True,False
3957,True,True,False,False
3958,False,True,False,False
3959,True,True,True,True
3960,True,True,False,False
3961,False,True,False,False
3962,True,True,False,False
3963,False,True,True,False
3964,True,True,True,True
3965,True,True,True,True
3966,True,True,True,True
3967,True,True,False,False
3968,False,True,True,False
3969,True,True,False,False
3970,True,True,True,True
3971,False,True,False,False
3972,True,True,True,True
3973,True,True,False,False
3974,False,False,False,False
3975,True,True,False,False
3976,True,True,True,True
3977,False,True,False,False
3978,True,True,False,False
3979,False,True,False,False
3980,False,True,True,False
3981,False,False,False,False
3982,True,True,True,True
3983,False,True,False,False
3984,True,True,False,False
3985,False,False,False,False
3986,True,True,True,True
3987,True,True,True,True
3988,False,True,True,False
3989,True,True,True,True
3990,False,True,False,False
3991,True,True,False,False
3992,False,True,False,False
3993,False,True,False,False
3994,True,True,True,True
3995,True,True,False,False
3996,False,True,False,False
3997,False,True,True,False
3998,False,True,False,False
3999,True,True,False,False
4000,False,True,True,False
4001,True,True,True,True
4002,True,True,False,False
4003,False,True,True,False
4004,True,True,False,False
4005,True,True,True,True
4006,False,True,True,False
4007,True,True,False,False
4008,True,True,True,True
4009,True,True,True,True
4010,True,True,False,False
4011,False,True,False,False
4012,False,True,True,False
4013,False,True,True,False
4014,True,True,False,False
4015,True,False,True,False
4016,True,True,False,False
4017,False,True,True,False
4018,False,True,False,False
4019,True,True,True,True
4020,False,True,True,False
4021,False,True,True,False
4022,True,True,True,True
4023,True,False,False,False
4024,True,True,False,False
4025,True,True,False,False
4026,True,False,True,False
4027,False,True,False,False
4028,False,True,True,False
4029,True,True,False,False
4030,True,True,False,False
4031,True,True,False,False
4032,True,True,False,False
4033,False,True,False,False
4034,True,True,True,True
4035,True,True,False,False
4036,True,True,True,True
4037,True,False,True,False
4038,False,True,True,False
4039,True,True,True,True
4040,True,True,True,True
4041,True,True,True,True
4042,False,True,False,False
4043,True,True,True,True
4044,True,True,True,True
4045,True,True,True,True
4046,True,True,False,False
4047,False,True,False,False
4048,True,True,True,True
4049,False,True,True,False
4050,True,True,True,True
4051,True,True,False,False
4052,True,False,False,False
4053,True,True,True,True
4054,True,True,False,False
4055,False,True,False,False
4056,True,False,False,False
4057,False,False,True,False
4058,False,False,True,False
4059,False,True,True,False
4060,True,True,True,True
4061,False,True,True,False
4062,False,True,True,False
4063,True,True,False,False
4064,True,True,False,False
4065,False,True,True,False
4066,True,True,False,False
4067,True,True,True,True
4068,True,True,False,False
4069,False,True,True,False
4070,True,True,True,True
4071,False,True,False,False
4072,True,False,True,False
4073,True,True,False,False
4074,True,True,False,False
4075,False,True,True,False
4076,True,True,True,True
4077,False,True,True,False
4078,False,False,False,False
4079,True,True,False,False
4080,False,True,False,False
4081,True,True,False,False
4082,True,False,False,False
4083,True,True,True,True
4084,False,True,False,False
4085,True,False,True,False
4086,False,True,False,False
4087,True,True,True,True
4088,True,True,False,False
4089,False,True,False,False
4090,True,False,True,False
4091,False,True,True,False
4092,True,False,True,False
4093,True,True,False,False
4094,True,True,True,True
4095,True,False,False,False
4096,True,True,False,False
4097,False,True,False,False
4098,True,True,True,True
4099,True,True,False,False
4100,False,False,True,False
4101,True,True,False,False
4102,True,True,False,False
4103,True,True,False,False
4104,True,False,True,False
4105,False,True,False,False
4106,True,True,False,False
4107,True,False,True,False
4108,True,True,True,True
4109,False,False,False,False
4110,True,True,False,False
4111,False,True,False,False
4112,True,True,False,False
4113,False,True,True,False
4114,True,True,False,False
4115,True,False,True,False
4116,False,True,True,False
4117,False,True,False,False
4118,True,True,False,False
4119,False,True,True,False
4120,False,True,False,False
4121,False,True,False,False
4122,False,True,True,False
4123,True,True,False,False
4124,True,True,False,False
4125,False,True,True,False
4126,True,True,False,False
4127,True,True,False,False
4128,False,True,False,False
4129,True,True,False,False
4130,True,True,True,True
4131,True,True,False,False
4132,True,True,True,True
4133,False,True,False,False
4134,False,True,True,False
4135,True,True,False,False
4136,False,True,True,False
4137,True,True,False,False
4138,True,True,False,False
4139,True,True,True,True
4140,True,True,True,True
4141,False,True,True,False
4142,False,False,False,False
4143,True,True,False,False
4144,False,True,False,False
4145,True,True,True,True
4146,True,True,True,True
4147,False,False,False,False
4148,True,True,True,True
4149,True,False,False,False
4150,True,False,True,False
4151,True,True,True,True
4152,False,True,False,False
4153,True,True,True,True
4154,True,True,False,False
4155,True,True,True,True
4156,True,True,True,True
4157,True,True,False,False
4158,True,True,True,True
4159,False,True,True,False
4160,True,True,True,True
4161,False,True,False,False
4162,True,True,True,True
4163,True,True,True,True
4164,True,True,True,True
4165,True,True,True,True
4166,False,False,True,False
4167,True,True,True,True
4168,False,False,True,False
4169,True,True,False,False
4170,False,True,False,False
4171,True,True,True,True
4172,False,False,False,False
4173,False,True,True,False
4174,False,False,True,False
4175,False,True,True,False
4176,True,True,False,False
4177,True,True,True,True
4178,False,False,False,False
4179,True,True,True,True
4180,False,True,True,False
4181,True,True,False,False
4182,False,True,True,False
4183,False,True,True,False
4184,False,True,True,False
4185,True,True,True,True
4186,True,False,True,False
4187,False,True,False,False
4188,True,True,False,False
4189,False,False,False,False
4190,True,True,False,False
4191,True,True,False,False
4192,True,True,False,False
4193,False,True,True,False
4194,False,True,True,False
4195,True,True,True,True
4196,True,True,False,False
4197,True,True,False,False
4198,True,True,True,True
4199,False,True,True,False
4200,True,True,True,True
4201,False,True,False,False
4202,True,True,True,True
4203,True,False,True,False
4204,False,True,False,False
4205,False,False,True,False
4206,True,True,True,True
4207,True,False,False,False
4208,False,True,True,False
4209,False,True,False,False
4210,False,False,True,False
4211,True,True,False,False
4212,True,True,False,False
4213,True,True,False,False
4214,False,True,False,False
4215,True,True,True,True
4216,True,True,True,True
4217,False,True,False,False
4218,False,True,False,False
4219,False,True,False,False
4220,False,False,False,False
4221,False,True,False,False
4222,False,True,False,False
4223,False,True,True,False
4224,True,True,True,True
4225,False,True,True,False
4226,True,True,False,False
4227,True,True,False,False
4228,False,False,True,False
4229,False,True,False,False
4230,False,True,False,False
4231,False,True,True,False
4232,False,True,False,False
4233,True,True,True,True
4234,True,True,False,False
4235,False,True,False,False
4236,True,True,True,True
4237,False,True,True,False
4238,False,True,False,False
4239,False,True,True,False
4240,True,True,False,False
4241,True,True,False,False
4242,False,True,True,False
4243,True,True,False,False
4244,False,False,True,False
4245,False,True,True,False
4246,True,True,True,True
4247,False,True,False,False
4248,True,True,False,False
4249,True,True,False,False
4250,False,True,True,False
4251,True,True,True,True
4252,True,True,False,False
4253,False,True,True,False
4254,True,True,False,False
4255,True,True,False,False
4256,True,True,False,False
4257,False,False,False,False
4258,True,True,False,False
4259,False,True,False,False
4260,True,False,False,False
4261,False,False,True,False
4262,False,True,True,False
4263,True,True,False,False
4264,True,True,True,True
4265,True,True,False,False
4266,False,True,True,False
4267,False,False,True,False
4268,True,True,False,False
4269,False,True,True,False
4270,True,True,True,True
4271,True,True,True,True
4272,False,False,True,False
4273,True,True,False,False
4274,False,False,True,False
4275,False,True,True,False
4276,True,True,True,True
4277,True,True,True,True
4278,False,True,False,False
4279,False,True,True,False
4280,False,True,False,False
4281,False,True,False,False
4282,False,True,False,False
4283,True,True,False,False
4284,False,True,True,False
4285,True,True,False,False
4286,False,True,False,False
4287,True,True,False,False
4288,True,True,True,True
4289,True,True,False,False
4290,False,True,False,False
4291,False,True,True,False
4292,True,True,True,True
4293,True,True,True,True
4294,True,True,True,True
4295,True,False,False,False
4296,True,True,True,True
4297,True,True,True,True
4298,False,True,True,False
4299,False,True,True,False
4300,True,True,False,False
4301,False,True,False,False
4302,False,True,True,False
4303,True,False,False,False
4304,True,True,True,True
4305,True,True,False,False
4306,False,True,True,False
4307,True,True,False,False
4308,False,True,False,False
4309,False,False,True,False
4310,True,True,True,True
4311,True,True,True,True
4312,False,True,False,False
4313,True,True,True,True
4314,True,True,False,False
4315,True,True,False,False
4316,True,True,False,False
4317,False,True,True,False
4318,True,True,False,False
4319,False,True,True,False
4320,False,True,False,False
4321,False,True,True,False
4322,False,False,False,False
4323,False,True,True,False
4324,False,True,True,False
4325,False,True,False,False
4326,False,False,False,False
4327,False,True,False,False
4328,False,False,False,False
4329,True,True,True,True
4330,True,True,True,True
4331,True,True,True,True
4332,False,False,False,False
4333,True,True,False,False
4334,False,True,True,False
4335,True,False,False,False
4336,True,True,False,False
4337,False,True,True,False
4338,True,False,True,False
4339,False,True,True,False
4340,False,True,True,False
4341,True,True,True,True
4342,True,True,True,True
4343,False,True,False,False
4344,True,True,False,False
4345,True,True,False,False
4346,True,True,True,True
4347,False,True,False,False
4348,True,True,True,True
4349,True,True,True,True
4350,True,True,False,False
4351,True,True,False,False
4352,False,True,False,False
4353,False,True,False,False
4354,True,True,False,False
4355,True,True,True,True
4356,False,True,True,False
4357,False,True,False,False
4358,True,False,True,False
4359,True,True,False,False
4360,True,True,False,False
4361,False,True,False,False
4362,True,True,False,False
4363,False,False,False,False
4364,True,False,True,False
4365,True,True,False,False
4366,True,True,False,False
4367,False,False,True,False
4368,True,False,True,False
4369,False,True,False,False
4370,True,True,False,False
4371,True,True,False,False
4372,True,True,False,False
4373,True,False,False,False
4374,False,True,True,False
4375,True,True,False,False
4376,False,True,False,False
4377,False,True,True,False
4378,True,False,True,False
4379,True,True,False,False
4380,True,True,True,True
4381,False,True,True,False
4382,False,True,True,False
4383,False,True,True,False
4384,False,True,False,False
4385,False,True,False,False
4386,False,True,False,False
4387,True,True,False,False
4388,True,True,False,False
4389,True,True,False,False
4390,True,True,True,True
4391,False,False,False,False
4392,False,True,True,False
4393,True,True,False,False
4394,False,True,True,False
4395,True,True,False,False
4396,True,True,False,False
4397,False,True,False,False
4398,False,True,True,False
4399,False,True,False,False
4400,True,True,True,True
4401,False,True,False,False
4402,True,True,False,False
4403,True,False,True,False
4404,True,True,True,True
4405,True,True,False,False
4406,False,True,False,False
4407,False,True,True,False
4408,True,True,False,False
4409,False,True,True,False
4410,False,True,True,False
4411,True,True,True,True
4412,False,True,False,False
4413,False,True,False,False
4414,True,True,True,True
4415,True,True,False,False
4416,False,True,False,False
4417,True,True,False,False
4418,True,True,False,False
4419,True,True,False,False
4420,True,True,True,True
4421,False,False,False,False
4422,True,True,True,True
4423,True,True,True,True
4424,False,True,False,False
4425,False,False,False,False
4426,False,True,True,False
4427,True,True,True,True
4428,False,True,False,False
4429,True,True,False,False
4430,True,True,True,True
4431,False,True,True,False
4432,True,True,False,False
4433,False,True,True,False
4434,True,True,True,True
4435,True,True,True,True
4436,False,True,True,False
4437,True,True,True,True
4438,False,True,False,False
4439,True,True,False,False
4440,False,True,False,False
4441,True,True,False,False
4442,True,False,True,False
4443,False,True,True,False
4444,False,True,True,False
4445,True,True,True,True
4446,True,True,False,False
4447,True,True,True,True
4448,True,True,False,False
4449,False,True,False,False
4450,True,True,False,False
4451,True,True,False,False
4452,True,True,True,True
4453,False,False,True,False
4454,True,True,True,True
4455,False,True,False,False
4456,True,True,False,False
4457,True,True,False,False
4458,False,False,False,False
4459,True,True,True,True
4460,True,True,True,True
4461,True,True,True,True
4462,True,True,False,False
4463,True,True,False,False
4464,False,True,False,False
4465,False,False,True,False
4466,True,True,False,False
4467,False,True,False,False
4468,False,True,False,False
4469,False,True,False,False
4470,True,True,False,False
4471,False,True,True,False
4472,True,True,True,True
4473,False,True,False,False
4474,True,True,True,True
4475,False,True,True,False
4476,True,True,False,False
4477,False,True,True,False
4478,True,True,True,True
4479,False,True,True,False
4480,True,True,True,True
4481,True,True,False,False
4482,True,False,False,False
4483,False,False,True,False
4484,True,False,False,False
4485,True,True,True,True
4486,True,True,False,False
4487,True,True,True,True
4488,False,True,False,False
4489,True,True,True,True
4490,True,True,False,False
4491,False,True,False,False
4492,True,True,True,True
4493,False,True,False,False
4494,True,False,False,False
4495,True,True,True,True
4496,False,True,False,False
4497,True,True,False,False
4498,True,True,True,True
4499,False,True,False,False
4500,False,True,True,False
4501,True,True,False,False
4502,True,True,True,True
4503,True,False,True,False
4504,False,False,False,False
4505,True,True,True,True
4506,False,True,True,False
4507,False,False,False,False
4508,True,False,False,False
4509,False,True,True,False
4510,False,True,False,False
4511,False,True,False,False
4512,False,True,True,False
4513,False,True,True,False
4514,True,True,True,True
4515,False,True,False,False
4516,False,True,False,False
4517,True,True,True,True
4518,False,False,True,False
4519,False,False,True,False
4520,False,True,True,False
4521,True,True,True,True
4522,True,True,False,False
4523,False,True,False,False
4524,True,False,True,False
4525,True,True,False,False
4526,True,True,True,True
4527,True,True,True,True
4528,True,True,False,False
4529,True,True,True,True
4530,True,True,True,True
4531,True,True,True,True
4532,True,True,False,False
4533,True,True,False,False
4534,True,True,True,True
4535,True,True,False,False
4536,True,False,True,False
4537,False,True,True,False
4538,False,True,False,False
4539,True,True,False,False
4540,False,True,True,False
4541,False,True,True,False
4542,True,True,True,True
4543,False,False,True,False
4544,False,True,False,False
4545,True,True,True,True
4546,True,True,False,False
4547,True,True,False,False
4548,True,True,False,False
4549,False,True,True,False
4550,True,True,False,False
4551,False,True,False,False
4552,True,True,False,False
4553,False,True,False,False
4554,False,True,False,False
4555,False,True,False,False
4556,False,True,False,False
4557,False,False,True,False
4558,False,True,False,False
4559,True,True,False,False
4560,True,True,False,False
4561,True,True,True,True
4562,False,True,False,False
4563,True,True,False,False
4564,False,True,False,False
4565,False,True,True,False
4566,True,True,False,False
4567,True,True,False,False
4568,False,True,False,False
4569,False,True,False,False
4570,True,True,False,False
4571,True,True,True,True
4572,True,False,True,False
4573,True,True,True,True
4574,True,True,False,False
4575,False,True,False,False
4576,True,True,True,True
4577,False,True,True,False
4578,False,True,True,False
4579,False,True,True,False
4580,True,True,True,True
4581,False,True,True,False
4582,False,True,False,False
4583,False,True,True,False
4584,True,True,True,True
4585,True,True,False,False
4586,False,True,True,False
4587,True,False,False,False
4588,True,True,True,True
4589,True,True,False,False
4590,True,True,True,True
4591,True,True,False,False
4592,True,True,True,True
4593,False,True,False,False
4594,False,True,False,False
4595,False,False,False,False
4596,True,True,False,False
4597,False,True,True,False
4598,False,True,True,False
4599,True,True,True,True
4600,True,True,True,True
4601,False,False,False,False
4602,True,True,False,False
4603,True,True,False,False
4604,True,True,False,False
4605,True,True,True,True
4606,True,True,False,False
4607,False,True,False,False
4608,True,True,False,False
4609,False,True,True,False
4610,False,True,False,False
4611,True,True,False,False
4612,True,True,True,True
4613,False,True,True,False
4614,False,True,True,False
4615,False,False,True,False
4616,True,True,True,True
4617,False,True,False,False
4618,False,True,False,False
4619,True,True,False,False
4620,False,False,True,False
4621,False,True,False,False
4622,False,True,False,False
4623,True,True,False,False
4624,False,True,True,False
4625,False,True,True,False
4626,True,True,True,True
4627,False,False,False,False
4628,False,True,True,False
4629,True,True,False,False
4630,False,True,True,False
4631,True,True,False,False
4632,False,True,True,False
4633,True,True,True,True
4634,True,True,True,True
4635,True,True,True,True
4636,True,True,True,True
4637,True,True,True,True
4638,True,True,False,False
4639,True,True,False,False
4640,True,False,False,False
4641,True,True,True,True
4642,True,True,True,True
4643,True,True,True,True
4644,False,True,False,False
4645,True,True,True,True
4646,True,True,False,False
4647,True,True,True,True
4648,True,True,True,True
4649,False,True,True,False
4650,False,True,True,False
4651,False,True,True,False
4652,False,True,False,False
4653,True,True,True,True
4654,True,True,False,False
4655,True,True,True,True
4656,True,True,False,False
4657,True,True,False,False
4658,False,True,False,False
4659,True,True,True,True
4660,False,True,True,False
4661,True,True,False,False
4662,False,False,True,False
4663,False,True,False,False
4664,False,True,True,False
4665,True,True,False,False
4666,True,True,True,True
4667,True,True,False,False
4668,False,False,True,False
4669,True,True,True,True
4670,False,True,True,False
4671,True,True,True,True
4672,True,False,False,False
4673,False,True,False,False
4674,True,False,False,False
4675,False,True,False,False
4676,False,True,False,False
4677,True,True,True,True
4678,True,True,False,False
4679,True,True,True,True
4680,False,True,False,False
4681,True,True,False,False
4682,False,False,True,False
4683,True,True,False,False
4684,False,True,True,False
4685,True,True,False,False
4686,True,False,False,False
4687,False,True,False,False
4688,True,True,False,False
4689,True,True,True,True
4690,False,True,False,False
4691,True,True,True,True
4692,False,True,True,False
4693,True,True,True,True
4694,False,True,False,False
4695,False,True,False,False
4696,True,True,True,True
4697,False,False,False,False
4698,True,True,False,False
4699,True,True,True,True
4700,True,True,True,True
4701,True,True,True,True
4702,False,False,False,False
4703,True,True,False,False
4704,False,True,True,False
4705,True,False,True,False
4706,False,False,True,False
4707,False,True,False,False
4708,True,True,False,False
4709,True,True,True,True
4710,True,False,True,False
4711,False,True,True,False
4712,True,True,True,True
4713,True,True,True,True
4714,True,True,True,True
4715,False,True,False,False
4716,True,True,False,False
4717,True,True,False,False
4718,False,True,True,False
4719,True,True,False,False
4720,False,True,False,False
4721,False,False,True,False
4722,False,False,False,False
4723,True,True,False,False
4724,True,True,True,True
4725,False,True,True,False
4726,False,True,False,False
4727,False,True,True,False
4728,False,True,False,False
4729,True,True,False,False
4730,False,True,False,False
4731,False,True,True,False
4732,False,True,True,False
4733,False,True,True,False
4734,False,True,True,False
4735,True,True,False,False
4736,True,True,False,False
4737,False,True,False,False
4738,True,True,False,False
4739,True,True,True,True
4740,False,True,False,False
4741,True,True,False,False
4742,True,True,True,True
4743,True,True,True,True
4744,True,True,True,True
4745,True,True,True,True
4746,False,True,False,False
4747,False,True,False,False
4748,True,True,False,False
4749,True,True,False,False
4750,False,True,True,False
4751,True,True,True,True
4752,True,True,False,False
4753,False,True,True,False
4754,True,False,False,False
4755,True,True,False,False
4756,True,True,False,False
4757,False,True,False,False
4758,True,False,True,False
4759,False,True,True,False
4760,True,True,True,True
4761,True,False,True,False
4762,True,True,False,False
4763,False,True,False,False
4764,False,True,True,False
4765,False,False,False,False
4766,True,True,False,False
4767,False,True,True,False
4768,False,False,False,False
4769,False,True,False,False
4770,False,False,False,False
4771,True,True,True,True
4772,True,True,False,False
4773,True,True,False,False
4774,True,True,False,False
4775,True,True,True,True
4776,False,False,False,False
4777,False,False,True,False
4778,True,False,True,False
4779,True,True,True,True
4780,False,True,False,False
4781,True,False,True,False
4782,False,True,True,False
4783,True,True,True,True
4784,False,True,True,False
4785,True,True,False,False
4786,False,True,False,False
4787,False,True,True,False
4788,True,True,True,True
4789,False,True,False,False
4790,False,True,True,False
4791,True,False,False,False
4792,True,True,False,False
4793,True,True,True,True
4794,False,True,False,False
4795,False,True,True,False
4796,True,True,True,True
4797,False,False,False,False
4798,False,True,True,False
4799,True,True,False,False
4800,False,False,False,False
4801,True,True,True,True
4802,False,True,True,False
4803,True,True,True,True
4804,False,True,False,False
4805,False,True,False,False
4806,False,False,False,False
4807,True,True,False,False
4808,True,True,True,True
4809,True,True,True,True
4810,True,True,False,False
4811,False,True,True,False
4812,False,True,True,False
4813,True,True,False,False
4814,True,True,False,False
4815,True,True,True,True
4816,True,True,False,False
4817,False,True,True,False
4818,False,True,False,False
4819,True,True,True,True
4820,True,False,False,False
4821,True,True,True,True
4822,False,True,True,False
4823,True,True,False,False
4824,True,True,False,False
4825,True,True,True,True
4826,True,True,True,True
4827,False,False,False,False
4828,False,True,False,False
4829,False,False,False,False
4830,False,True,False,False
4831,True,True,False,False
4832,True,True,True,True
4833,False,True,True,False
4834,True,True,True,True
4835,True,True,True,True
4836,True,True,False,False
4837,True,True,False,False
4838,False,True,False,False
4839,False,True,False,False
4840,False,False,False,False
4841,False,False,False,False
4842,False,True,False,False
4843,True,True,False,False
4844,True,True,False,False
4845,True,True,False,False
4846,True,False,False,False
4847,False,True,False,False
4848,False,True,False,False
4849,True,True,True,True
4850,False,True,False,False
4851,False,True,False,False
4852,False,True,False,False
4853,True,True,False,False
4854,True,False,False,False
4855,True,True,True,True
4856,False,True,False,False
4857,True,True,False,False
4858,True,True,False,False
4859,True,True,False,False
4860,False,True,False,False
4861,False,True,False,False
4862,True,True,True,True
4863,True,True,True,True
4864,False,True,True,False
4865,True,True,True,True
4866,False,False,True,False
4867,False,True,True,False
4868,True,True,True,True
4869,False,True,False,False
4870,False,False,False,False
4871,False,False,False,False
4872,False,True,False,False
4873,False,True,False,False
4874,True,True,True,True
4875,False,True,False,False
4876,False,True,True,False
4877,True,True,True,True
4878,True,True,False,False
4879,False,True,False,False
4880,False,True,True,False
4881,False,True,False,False
4882,False,True,True,False
4883,True,True,True,True
4884,False,False,False,False
4885,False,False,True,False
4886,False,True,True,False
4887,False,True,False,False
4888,False,True,False,False
4889,False,True,True,False
4890,False,True,True,False
4891,False,True,True,False
4892,True,True,False,False
4893,True,True,False,False
4894,True,False,False,False
4895,True,True,False,False
4896,True,True,False,False
4897,True,True,False,False
4898,False,True,False,False
4899,False,True,False,False
4900,False,True,True,False
4901,True,True,False,False
4902,False,False,True,False
4903,False,False,False,False
4904,False,True,True,False
4905,False,False,False,False
4906,False,True,False,False
4907,True,True,False,False
4908,True,False,True,False
4909,False,False,True,False
4910,False,True,False,False
4911,False,True,True,False
4912,True,True,True,True
4913,False,True,True,False
4914,False,True,False,False
4915,True,True,False,False
4916,True,True,True,True
4917,True,True,False,False
4918,False,True,False,False
4919,True,True,True,True
4920,False,True,True,False
4921,False,True,True,False
4922,True,True,False,False
4923,False,True,False,False
4924,False,True,True,False
4925,True,True,False,False
4926,True,True,False,False
4927,True,True,True,True
4928,True,True,False,False
4929,False,True,False,False
4930,True,False,True,False
4931,True,False,True,False
4932,True,True,True,True
4933,True,True,True,True
4934,True,True,True,True
4935,False,True,True,False
4936,True,True,True,True
4937,True,False,False,False
4938,True,True,True,True
4939,True,True,False,False
4940,True,True,True,True
4941,False,True,True,False
4942,True,True,False,False
4943,False,True,True,False
4944,False,False,False,False
4945,False,True,True,False
4946,True,True,True,True
4947,True,False,True,False
4948,True,True,False,False
4949,True,False,True,False
4950,False,True,True,False
4951,False,True,False,False
4952,False,True,False,False
4953,True,True,False,False
4954,False,True,False,False
4955,True,True,False,False
4956,False,True,True,False
4957,False,True,True,False
4958,False,True,False,False
4959,True,True,False,False
4960,True,False,False,False
4961,False,True,True,False
4962,False,True,True,False
4963,False,True,False,False
4964,False,True,False,False
4965,True,True,False,False
4966,False,True,False,False
4967,True,False,False,False
4968,True,True,True,True
4969,True,True,False,False
4970,False,False,True,False
4971,False,True,False,False
4972,False,True,True,False
4973,True,True,False,False
4974,True,True,True,True
4975,False,False,False,False
4976,True,True,True,True
4977,False,True,False,False
4978,True,True,True,True
4979,False,True,False,False
4980,True,True,True,True
4981,True,True,True,True
4982,True,True,False,False
4983,False,True,False,False
4984,False,True,False,False
4985,True,True,False,False
4986,True,False,False,False
4987,True,True,True,True
4988,True,True,True,True
4989,False,False,False,False
4990,False,True,False,False
4991,True,True,True,True
4992,False,True,False,False
4993,True,True,False,False
4994,True,True,True,True
4995,True,True,True,True
4996,True,True,True,True
4997,False,True,True,False
4998,True,True,True,True
4999,True,True,False,False
5000,False,True,False,False
5001,False,False,True,False
5002,False,True,True,False
5003,True,True,True,True
5004,True,True,False,False
5005,True,True,False,False
5006,True,False,True,False
5007,False,True,True,False
5008,True,True,False,False
5009,True,True,False,False
5010,False,True,False,False
5011,False,True,True,False
5012,False,True,False,False
5013,False,True,False,False
5014,True,True,False,False
5015,False,True,False,False
5016,False,True,True,False
5017,False,True,False,False
5018,False,True,True,False
5019,True,True,True,True
5020,False,True,False,False
5021,True,True,False,False
5022,False,True,False,False
5023,False,True,True,False
5024,False,True,False,False
5025,True,False,False,False
5026,True,True,False,False
5027,True,True,False,False
5028,True,True,True,True
5029,True,True,False,False
5030,True,True,True,True
5031,True,True,False,False
5032,True,True,False,False
5033,True,True,False,False
5034,True,True,False,False
5035,False,True,True,False
5036,True,True,True,True
5037,True,True,False,False
5038,True,True,False,False
5039,False,True,False,False
5040,False,True,False,False
5041,False,True,True,False
5042,True,False,True,False
5043,False,True,False,False
5044,False,True,False,False
5045,True,True,True,True
5046,True,True,True,True
5047,True,False,True,False
5048,True,True,True,True
5049,True,True,False,False
5050,True,True,False,False
5051,True,True,True,True
5052,False,True,True,False
5053,False,True,True,False
5054,True,True,False,False
5055,True,True,False,False
5056,True,True,False,False
5057,True,True,False,False
5058,False,True,False,False
5059,True,True,False,False
5060,False,True,True,False
5061,True,True,True,True
5062,False,True,False,False
5063,True,True,True,True
5064,True,True,True,True
5065,True,True,False,False
5066,False,True,False,False
5067,True,True,True,True
5068,False,True,False,False
5069,True,True,False,False
5070,False,True,False,False
5071,False,True,True,False
5072,True,False,True,False
5073,True,True,False,False
5074,False,True,False,False
5075,False,True,True,False
5076,True,True,True,True
5077,False,True,True,False
5078,True,True,False,False
5079,False,True,False,False
5080,False,True,False,False
5081,True,True,False,False
5082,False,True,True,False
5083,True,True,True,True
5084,False,True,False,False
5085,False,False,True,False
5086,True,True,True,True
5087,True,True,True,True
5088,False,True,False,False
5089,True,True,False,False
5090,False,True,False,False
5091,False,True,True,False
5092,True,True,True,True
5093,True,True,True,True
5094,True,True,False,False
5095,False,True,False,False
5096,False,True,True,False
5097,False,False,False,False
5098,False,True,False,False
5099,False,True,False,False
5100,False,True,False,False
5101,True,True,False,False
5102,True,True,False,False
5103,False,True,False,False
5104,True,True,True,True
5105,True,True,True,True
5106,False,True,False,False
5107,False,True,False,False
5108,False,False,False,False
5109,False,True,True,False
5110,True,True,False,False
5111,True,True,False,False
5112,False,True,False,False
5113,True,True,False,False
5114,False,True,True,False
5115,True,False,True,False
5116,False,True,True,False
5117,True,True,False,False
5118,True,True,True,True
5119,False,True,True,False
5120,True,True,True,True
5121,False,True,True,False
5122,True,True,False,False
5123,False,True,True,False
5124,True,True,True,True
5125,True,True,False,False
5126,True,True,True,True
5127,False,True,True,False
5128,True,True,False,False
5129,True,True,True,True
5130,True,True,True,True
5131,False,True,True,False
5132,False,True,False,False
5133,True,True,True,True
5134,True,True,True,True
5135,True,True,True,True
5136,False,True,False,False
5137,True,True,True,True
5138,False,True,False,False
5139,True,True,False,False
5140,True,True,True,True
5141,True,True,False,False
5142,False,True,False,False
5143,True,False,True,False
5144,True,True,True,True
5145,False,False,False,False
5146,False,True,False,False
5147,True,True,False,False
5148,False,True,False,False
5149,False,True,False,False
5150,True,True,True,True
5151,False,True,True,False
5152,True,True,False,False
5153,False,True,True,False
5154,True,True,True,True
5155,False,True,True,False
5156,True,True,False,False
5157,True,True,False,False
5158,True,True,True,True
5159,False,True,False,False
5160,False,True,False,False
5161,True,True,False,False
5162,True,True,False,False
5163,True,True,True,True
5164,False,True,True,False
5165,True,False,False,False
5166,True,True,True,True
5167,True,True,False,False
5168,False,False,False,False
5169,True,True,False,False
5170,False,False,True,False
5171,False,True,True,False
5172,True,True,True,True
5173,True,True,True,True
